LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
Dog Lifetime Spayed Female,GER SHEPHERD,MULTI,SAGE,15133,2099,1/3/2017 2:04:31 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,MAISIE KEISEL,15143,2099,1/3/2017 2:04:31 PM
Dog Lifetime Spayed Female,TAG,BROWN,PIPER,15237,2099,1/3/2017 2:04:32 PM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,COOPER,15237,2099,1/3/2017 2:04:33 PM
Dog Lifetime Spayed Female,AM BULLDOG,MULTI,MILEY,15241,2099,1/3/2017 2:04:33 PM
Dog Senior Lifetime Spayed Female,MIXED,WHITE/BROWN,PENNY LANE,15235,2099,1/3/2017 2:04:34 PM
Dog Senior Lifetime Spayed Female,MIXED,MULTI,MISSY,15024,2099,1/3/2017 2:04:35 PM
Dog Senior Lifetime Neutered Male,MIXED,WHITE/BLACK,TOBY,15024,2099,1/3/2017 2:04:35 PM
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK/BROWN,OLLIE,15102,2099,1/3/2017 2:04:36 PM
Dog Lifetime Neutered Male,BOXER MIX,BRINDLE,BAMA,15205,2099,1/3/2017 2:04:37 PM
Dog Senior Lifetime Neutered Male,COCKER SPANIEL,WHITE/BROWN,JACK,15235,2099,1/3/2017 2:04:38 PM
Dog Senior Lifetime Spayed Female,BORDER TERRIER,WHITE/BLACK,ABBY,15237,2099,1/3/2017 3:40:00 PM
Dog Lifetime Spayed Female,CHIHUAHUA MIX,OTHER,DAISY,15090,2099,1/6/2020 3:43:03 PM
Dog Lifetime Neutered Male,AM BULLDOG,BLACK/BROWN,DUKE,16046,2099,1/4/2017 3:49:35 PM
Dog Lifetime Spayed Female,GER SHEPHERD MIX,WHITE/BLACK/BROWN,RILEY,15071,2099,1/3/2018 3:27:27 PM
Dog Lifetime Spayed Female,GER SHEPHERD MIX,WHITE/BLACK/BROWN,JEWELZ,15071,2099,1/3/2018 3:27:27 PM
Dog Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,ZEUS,15108,2099,7/24/2017 3:53:15 PM
Dog Lifetime Neutered Male,CHIHUAHUA,WHITE/BLACK,QUINCY,15030,2099,12/6/2017 2:41:55 PM
Dog Lifetime Neutered Male,GOLDENDOODLE,BLONDE,CHEWY,15143,2099,3/22/2018 3:10:43 PM
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,GRACE,15101,2099,1/9/2018 1:21:07 PM
Dog Lifetime Neutered Male,AUS SHEPHERD,BROWN,JASPER,15237,2099,10/12/2017 9:00:16 AM
Dog Lifetime Spayed Female,GER SHEPHERD,RED,NICA,15044,2099,1/6/2017 9:07:15 AM
Dog Lifetime Spayed Female,POODLE STANDARD,WHITE/BLACK,MANDY,15147,2099,12/21/2017 1:25:42 PM
Dog Lifetime Neutered Male,COCKER SPANIEL,BLACK,OREO,15243,2099,11/16/2017 1:25:49 PM
Dog Senior Lifetime Spayed Female,SCHNAUZER MIN,WHITE/BLACK,COOKIE,15102,2099,1/6/2017 1:17:16 PM
Dog Senior Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,TEDDY,15129,2099,1/5/2018 4:13:57 PM
Dog Senior Lifetime Neutered Male,GREAT PYRENEES,BLONDE,BENTLEY,15236,2099,1/9/2017 9:11:08 AM
Dog Lifetime Neutered Male,LAB MIX,BROWN,BANDIT,15044,2099,12/18/2017 3:45:22 PM
Dog Lifetime Neutered Male,MIXED,WHITE,DIESEL,15024,2099,2/23/2018 9:08:48 AM
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,NOVA,15241,2099,1/9/2017 9:11:13 AM
Dog Lifetime Spayed Female,FRENCH BULLDOG,BRINDLE,CHLOE,15147,2099,1/6/2017 3:47:16 PM
Dog Lifetime Spayed Female,CANE CORSO,BRINDLE,MAZIE,15239,2099,1/6/2017 3:47:16 PM
Dog Lifetime Spayed Female,BOXER,WHITE/BLACK,STELLA,15101,2099,1/6/2017 3:47:17 PM
Dog Lifetime Neutered Male,BOXER,WHITE/BROWN,MAX,15236,2099,1/6/2017 3:47:18 PM
Dog Lifetime Spayed Female,ROTTWEILER MIX,BLACK/BROWN,GRETA,15236,2099,1/9/2017 9:11:22 AM
Dog Lifetime Spayed Female,GREAT PYRENEES,WHITE,BLUE,15238,2099,2/6/2018 11:09:00 AM
Dog Senior Lifetime Spayed Female,DACHSHUND,RED,LADY HONEY VON SCHUNCHUMA,15116,2099,1/9/2017 3:26:08 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,OTTO,15126,2099,3/20/2019 1:39:31 PM
Dog Lifetime Spayed Female,BASSET HOUND,BROWN,AUDREY,15057,2099,1/9/2017 4:02:08 PM
Dog Lifetime Neutered Male,GOLDENDOODLE,BROWN,BOOMER,15101,2099,12/11/2019 8:20:02 AM
Dog Senior Lifetime Spayed Female,POMERANIAN,BLONDE,MACEE,15209,2099,10/18/2019 1:26:30 PM
Dog Lifetime Neutered Male,POODLE MIX,WHITE/BLACK/BROWN,KODA,15202,2099,12/28/2017 4:17:21 PM
Dog Lifetime Spayed Female,LAB MIX,BLACK/BROWN,VERA,15209,2099,1/10/2017 2:06:07 PM
Dog Lifetime Spayed Female,BOXER MIX,BLACK/BROWN,MILLIE,15241,2099,1/10/2017 2:32:17 PM
Dog Lifetime Neutered Male,LAB MIX,WHITE,NIKO,15235,2099,1/10/2017 2:47:12 PM
Dog Lifetime Spayed Female,FRENCH BULLDOG,CREAM,SOPHIE,15205,2099,3/21/2017 3:40:08 PM
Dog Lifetime Male,LABRADOR RETRIEVER,BLACK,JACKSON,15227,2099,1/11/2017 11:27:41 AM
Dog Lifetime Neutered Male,CAIRN TERRIER,TAN,OLIVER,15122,2099,3/3/2017 3:09:58 PM
Dog Senior Lifetime Spayed Female,ITALIAN GREYHOUND,FAWN,IVY,15236,2099,1/11/2017 12:33:58 PM
Dog Lifetime Neutered Male,HAVANESE,TRI-COLOR,GENO,15220,2099,1/11/2017 12:33:59 PM
Dog Lifetime Male,GORDON SETTER,BLACK/TAN,MERLIN,15229,2099,1/11/2017 12:04:08 PM
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,MACE,15122,2099,1/11/2017 12:33:59 PM
Dog Lifetime Spayed Female,POODLE MIN,BLACK,BABS,15137,2099,1/11/2017 12:34:00 PM
Dog Lifetime Neutered Male,LAB MIX,WHITE/BROWN,ROSCOE,15068,2099,1/11/2017 12:34:01 PM
Dog Senior Lifetime Spayed Female,MIXED,SILVER,LUCY,15046,2099,1/11/2017 2:39:55 PM
Dog Lifetime Neutered Male,GER SHEPHERD MIX,BROWN,SAMSON,15239,2099,1/11/2017 12:34:01 PM
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,ABBY,15241,2099,1/11/2017 12:34:02 PM
Dog Lifetime Spayed Female,DACHSHUND MIX,BLACK/BROWN,STARLA,15084,2099,1/11/2017 12:34:03 PM
Dog Lifetime Neutered Male,BORD COLLIE MIX,WHITE/BLACK,SHORTY,15084,2099,1/11/2017 12:34:03 PM
Dog Lifetime Neutered Male,POODLE MIX,WHITE,RILEY,15037,2099,2/27/2017 10:03:24 AM
Dog Lifetime Spayed Female,ANATOLIAN SHEPHERD,BLACK/TAN,SASHA,15237,2099,1/11/2017 3:08:46 PM
Dog Lifetime Spayed Female,AUS SHEPHERD,RED,PHOENIX,15237,2099,1/11/2017 4:16:28 PM
Dog Lifetime Spayed Female,AUS SHEPHERD,BLUE,DAKOTA,15237,2099,1/11/2017 4:16:28 PM
Dog Lifetime Neutered Male,MIXED,YELLOW,GENO,15147,2099,1/11/2017 4:16:29 PM
Dog Lifetime Neutered Male,FRENCH BULLDOG,WHITE,BEASLEY,15108,2099,12/5/2017 3:09:35 PM
Dog Lifetime Neutered Male,BERNESE MTN DOG,WHITE/BLACK/BROWN,BODE,16046,2099,1/8/2019 11:20:21 AM
Dog Lifetime Spayed Female,MIXED,BLACK,MOLLY,15243,2099,1/11/2017 4:16:31 PM
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,MALLOY,15236,2099,1/11/2017 4:16:31 PM
Dog Lifetime Neutered Male,LABRADOODLE,BROWN,DOZER,15239,2099,1/11/2017 4:16:32 PM
Dog Lifetime Spayed Female,HAVANESE,MULTI,CHLOE HEAD,15017,2099,1/11/2017 4:16:32 PM
Dog Lifetime Spayed Female,FOX TERRIER SMOOTH,WHITE/BLACK/BROWN,DAISY,15133,2099,1/11/2017 4:16:32 PM
Dog Senior Lifetime Spayed Female,FOX TERRIER SMOOTH,WHITE/BLACK/BROWN,DAISY,15133,2099,1/11/2017 4:16:33 PM
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,EMMA,15227,2099,1/11/2017 4:16:33 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,RED,RUBY,15215,2099,1/11/2017 4:16:34 PM
Dog Lifetime Neutered Male,MIXED,TAN,CUDDLES,15101,2099,1/11/2017 4:16:35 PM
Dog Lifetime Neutered Male,DACHSHUND,RED,TUCKER,15129,2099,1/11/2017 4:16:35 PM
Dog Lifetime Neutered Male,GREYHOUND,WHITE,BUNK,15236,2099,1/11/2017 4:16:36 PM
Dog Senior Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/TAN,LACI,15227,2099,1/11/2017 4:16:37 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,CREAM,PK,15237,2099,1/11/2017 4:16:37 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,EMMY,15239,2099,1/11/2017 4:18:17 PM
Dog Lifetime Female,YORKSHIRE TERRIER,MULTI,MOOKIE,15104,2099,1/12/2017 8:59:46 AM
Dog Lifetime Neutered Male,BOXER MIX,WHITE/BLACK/BROWN,JAKE,15235,2099,5/10/2018 3:35:48 PM
Dog Lifetime Spayed Female,LAB MIX,BROWN,LILLY,15122,2099,1/9/2020 3:44:50 PM
Dog Lifetime Spayed Female,GOLDEN RETRIEV MIX,BLACK/BROWN,NYLA,15122,2099,8/4/2017 3:06:02 PM
Dog Senior Lifetime Neutered Male,LAB MIX,MULTI,PEANUT,15215,2099,5/3/2018 9:37:06 AM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE,BUMPER,15237,2099,1/12/2017 2:57:21 PM
Dog Lifetime Male,LABRADOR RETRIEVER,RED,RED,15101,2099,1/12/2017 10:41:51 AM
Dog Lifetime Spayed Female,MIXED,APRICOT,SKYAA,15145,2099,1/12/2017 10:41:55 AM
Dog Lifetime Spayed Female,MIXED,BLACK,NASH,15025,2099,1/12/2017 2:57:22 PM
Dog Lifetime Spayed Female,ENGLISH MASTIFF,BRINDLE,BAILEY,15044,2099,1/12/2017 10:42:01 AM
Dog Lifetime Neutered Male,BASSET HOUND,WHITE/BLACK,STUMPY,15143,2099,1/12/2017 4:34:02 PM
Dog Lifetime Neutered Male,BASSET HOUND,WHITE/BLACK,STUMPY,15143,2099,1/12/2017 1:21:25 PM
Dog Lifetime Neutered Male,COCKER SPANIEL,BUFF,BOB,15068,2099,1/13/2017 9:21:05 AM
Dog Lifetime Neutered Male,BASSET HOUND MIX,WHITE/BLACK/BROWN,FLASH,15108,2099,12/10/2018 3:28:17 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,WHITE,LUNA,15235,2099,1/13/2017 3:26:58 PM
Dog Lifetime Male,ROTTWEILER,BLACK/BROWN,TRIGGER,15037,2099,1/13/2017 3:26:58 PM
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,GREY,DEJA BLUE,15122,2099,1/13/2017 3:26:59 PM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,BELLA,15239,2099,5/22/2020 8:36:47 AM
Dog Senior Lifetime Neutered Male,SHIH TZU,WHITE/TAN,BUDDY,15116,2099,1/13/2017 3:27:00 PM
Dog Lifetime Neutered Male,MIXED,WHITE/TAN,BBKING,15025,2099,1/13/2017 3:27:01 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,MILO GREENAWALT,15237,2099,1/13/2017 3:27:01 PM
Dog Lifetime Neutered Male,ENG SPRINGER SPANIE,WHITE/BLACK,BEAU,15129,2099,1/13/2017 3:27:02 PM
Dog Lifetime Spayed Female,ENGLISH MASTIFF,BRINDLE,LUNA,15227,2099,1/13/2017 3:27:02 PM
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,OREO,15239,2099,1/13/2017 3:27:03 PM
Dog Lifetime Neutered Male,MIXED,WHITE,RUBEY,15014,2099,1/13/2017 3:27:03 PM
Dog Lifetime Spayed Female,JACK RUSSEL TERRIER,WHITE/BROWN,RIOT,15132,2099,1/13/2017 3:27:04 PM
Dog Lifetime Neutered Male,MIXED,BLACK/RED,FLETCHER,15241,2099,1/13/2017 3:27:04 PM
Dog Lifetime Spayed Female,MIXED,BROWN/TAN,POPPY,15241,2099,1/13/2017 3:27:05 PM
Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,KYIA,15235,2099,1/13/2017 1:01:45 PM
Dog Lifetime Spayed Female,AUS CATTLE DOG,SPOTTED,TESSA,15235,2099,1/13/2017 1:01:45 PM
Dog Lifetime Spayed Female,TAG,BLACK/BROWN,SOPHIE,15220,2099,1/13/2017 4:25:34 PM
Dog Lifetime Spayed Female,TAG,BLACK/BROWN,SOPHIE,15220,2099,1/13/2017 1:52:25 PM
Dog Lifetime Spayed Female,LLEWELLIN SETTER,WHITE/BROWN,LLEXIE,15243,2099,1/13/2017 3:27:06 PM
Dog Lifetime Spayed Female,WIREHAIR PT GRIFFON,WHITE/BROWN,WICKET,15243,2099,1/13/2017 3:27:06 PM
Dog Senior Lifetime Spayed Female,AM ESKIMO DOG,WHITE,CHLOE,15063,2099,1/13/2017 3:27:07 PM
Dog Lifetime Spayed Female,MIXED,BLACK/TAN,BELLE,15044,2099,1/13/2017 3:27:07 PM
Dog Lifetime Spayed Female,MIXED,BRINDLE,LUCY,15239,2099,1/13/2017 3:27:08 PM
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,WHITE/BLACK,GEORGIA,15102,2099,1/13/2017 3:27:09 PM
Dog Lifetime Spayed Female,POMERANIAN,BLACK/BROWN,LACEY,15102,2099,1/13/2017 3:27:09 PM
Dog Lifetime Spayed Female,AUS SHEPHERD,MULTI,MOLLY,15202,2099,1/13/2017 3:27:10 PM
Dog Lifetime Spayed Female,POMERANIAN,BLACK/BROWN,LEXI,15102,2099,1/13/2017 3:27:09 PM
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,HARLEY,15063,2099,1/13/2017 3:27:10 PM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,EVIE,15143,2099,1/13/2017 3:27:11 PM
Dog Lifetime Spayed Female,WEIMARANER,OTHER,LUCIE,15044,2099,1/22/2018 12:08:14 PM
Dog Lifetime Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,GRACIE,15129,2099,1/17/2017 2:56:24 PM
Dog Lifetime Spayed Female,GER SHEPHERD MIX,BLACK/BROWN,GRACIE,15129,2099,1/17/2017 2:56:24 PM
Dog Lifetime Male,SCHNAUZER STANDARD,SALT/PEPPER,GABRIEL,15243,2099,1/17/2017 1:53:51 PM
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK/BROWN,DESMOND,15243,2099,1/17/2017 3:35:13 PM
Dog Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/RED,LILY,15236,2099,1/17/2017 3:35:13 PM
Dog Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/RED,LILY,15236,2099,1/31/2017 11:44:13 AM
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,TAN,VIVIAN,15044,2099,7/25/2017 1:01:17 PM
Dog Lifetime Spayed Female,ENG SPRINGER SPANIE,SPOTTED,ANNE,15238,2099,9/14/2017 1:46:00 PM
Dog Lifetime Duplicate,LABRADOR RETRIEVER,YELLOW,BELLA,15147,2099,1/11/2018 9:47:46 AM
Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,BELLA,15147,2099,1/25/2017 11:00:26 AM
Dog Lifetime Male,LABRADOR RETRIEVER,BROWN,RUFUS,15037,2099,2/10/2020 10:43:49 AM
Dog Lifetime Neutered Male,BOSTON TERRIER,WHITE/BLACK,FLYNN,15136,2099,12/14/2018 10:06:13 AM
Dog Lifetime Neutered Male,YORKSHIRE TERRIER,BLACK/BROWN,TEEKO,15116,2099,11/2/2017 1:41:56 PM
Dog Lifetime Neutered Male,MALTESE MIX,BLACK,UNO,15235,2099,5/7/2018 12:06:26 PM
Dog Lifetime Neutered Male,MIXED,BROWN/TAN,DOC,15133,2099,1/22/2018 12:33:37 PM
Dog Lifetime Spayed Female,COLLIE MIX,WHITE/BLACK/BROWN,LILY,15133,2099,12/21/2017 12:54:51 PM
Dog Lifetime Neutered Male,MIXED,BROWN/TAN,MARTY,15133,2099,1/22/2018 12:33:37 PM
Dog Lifetime Spayed Female,DACHSHUND MIX,BROWN,PENNY,15237,2099,1/18/2017 3:11:38 PM
Dog Lifetime Spayed Female,GOLDENDOODLE,WHITE,CHARLEE,15146,2099,1/18/2017 4:15:47 PM
Dog Lifetime Neutered Male,MIXED,SPOTTED,RANGER,15241,2099,11/15/2017 3:25:42 PM
Dog Senior Lifetime Neutered Male,GREYHOUND,BRINDLE,ERNIE,15237,2099,1/19/2017 9:45:58 AM
Dog Lifetime Neutered Male,MORKIE,TAN,LOU,15024,2099,12/22/2017 8:58:44 AM
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/BROWN/GREY,OSCAR,15227,2099,12/26/2018 3:14:36 PM
Dog Lifetime Female,CANE CORSO,GREY,SKYE,15102,2099,4/30/2020 11:17:03 AM
Dog Lifetime Neutered Male,COLLIE MIX,BLACK,WYATT,15116,2099,2/6/2017 2:51:35 PM
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK/BROWN,JACK,15136,2099,1/19/2017 10:38:20 AM
Dog Senior Lifetime Spayed Female,BOSTON TERRIER,WHITE/BLACK,MIA,15102,2099,5/8/2018 11:54:16 AM
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,SHEBA,15017,2099,2/13/2018 12:53:11 PM
Dog Lifetime Spayed Female,AUS SHEPHERD,WHITE/BLACK,WINNIE,15143,2099,1/3/2018 11:50:24 AM
Dog Lifetime Spayed Female,AM PIT BULL TERRIER,MULTI,EEVEE,15122,2099,5/1/2017 2:43:48 PM
Dog Senior Lifetime Spayed Female,BOXER,BRINDLE,EMMIE,15086,2099,1/19/2017 2:39:02 PM
Dog Lifetime Neutered Male,MALTI-POO,TAN,BRADY NOEL,15137,2099,1/19/2017 2:53:53 PM
Dog Lifetime Spayed Female,ROTTWEILER,BLACK/BROWN,JOSIE MAE,15122,2099,1/24/2017 9:02:24 AM
Dog Senior Lifetime Spayed Female,ROTTWEILER,BLACK/BROWN,JOSIE MAE,15122,2099,1/24/2017 9:02:24 AM
Dog Lifetime Spayed Female,MIXED,WHITE/BROWN,LEMMY,15241,2099,5/10/2017 9:35:08 AM
Dog Senior Lifetime Male,ENGLISH MASTIFF,BLACK/FAWN,VITO,15102,2099,1/20/2017 12:23:22 PM
Dog Lifetime Neutered Male,YORKSHIRE TERR MIX,BLACK/BROWN,GUSHERS,15122,2099,3/22/2017 3:19:31 PM
Dog Lifetime Spayed Female,TAG,BLACK/BROWN,LAIKA,15227,2099,1/20/2017 1:31:20 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,SYDNEY,15243,2099,1/20/2017 1:59:31 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,BRIE,15146,2099,2/14/2018 9:11:35 AM
Dog Senior Lifetime Neutered Male,SHIH TZU,BLACK,COOPER,15122,2099,1/23/2017 3:20:13 PM
Dog Senior Lifetime Spayed Female,SHIH TZU,BLACK,FELICITY,15122,2099,1/23/2017 3:20:13 PM
Dog Lifetime Spayed Female,GOLDENDOODLE,BLACK/GREY,JAZZY,15044,2099,1/23/2017 12:49:03 PM
Dog Lifetime Male,BICHON FRISE,WHITE,DINO,15102,2099,1/23/2017 3:20:16 PM
Dog Senior Lifetime Spayed Female,MORKIE,WHITE,GRACIE,15205,2099,5/30/2017 2:31:35 PM
Dog Senior Lifetime Neutered Male,PEEKAPOO,WHITE/BLACK,BUDDY,15241,2099,1/23/2017 1:55:28 PM
Dog Lifetime Female,LABRADOR RETRIEVER,YELLOW,VIRGINIA,15015,2099,1/23/2017 2:05:21 PM
Dog Lifetime Spayed Female,MIXED,WHITE/BLACK,RILEY,15136,2099,1/23/2017 3:41:14 PM
Dog Lifetime Neutered Male,LAB MIX,YELLOW,JAMESON,15136,2099,1/23/2017 3:41:14 PM
Dog Lifetime Male,GER SHEPHERD,BLACK/BROWN,KIMBO,15133,2099,1/24/2017 10:07:56 AM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,ANNIE,15126,2099,1/25/2017 9:03:47 AM
Dog Lifetime Neutered Male,LAB MIX,WHITE/BROWN,MANNY,15147,2099,1/24/2017 12:20:27 PM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,GRACIE,15239,2099,1/24/2017 4:31:17 PM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,GRACIE,15239,2099,1/24/2017 12:34:52 PM
Dog Lifetime Spayed Female,LAB MIX,BLACK WITH WHITE,ROXIE,15122,2099,1/24/2017 4:31:44 PM
Dog Lifetime Spayed Female,LAB MIX,BLACK WITH WHITE,ROXIE,15122,2099,1/24/2017 3:48:28 PM
Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,HANK,15227,2099,3/6/2020 1:58:58 PM
Dog Lifetime Spayed Female,LABRADOODLE,BROWN/TAN,MAGGIE,15024,2099,1/7/2020 4:02:49 PM
Dog Senior Lifetime Spayed Female,MIXED,BLACK/BROWN,PENNY,15065,2099,1/25/2017 9:17:56 AM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,WILLOW,15102,2099,5/4/2017 8:24:50 AM
Dog Lifetime Neutered Male,BOXER,FAWN,SARGENT,15065,2099,1/26/2017 8:35:30 AM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,SILVER,LUNA FINDLAN,15025,2099,1/25/2017 9:35:12 AM
Dog Lifetime Male,LABRADOR RETRIEVER,BROWN,CLAYTON,15139,2099,1/25/2017 2:42:44 PM
Dog Lifetime Neutered Male,TAG,BROWN,YODA,15101,2099,1/25/2017 9:49:47 AM
Dog Lifetime Spayed Female,MIXED,BRINDLE,SASHA SMITH,15090,2099,1/25/2017 2:42:46 PM
Dog Lifetime Neutered Male,SHIH TZU,BLACK,MOJO,15235,2099,1/25/2017 2:42:46 PM
Dog Lifetime Neutered Male,GER SHEPHERD,BLACK/TAN,BADGER,15237,2099,1/25/2017 9:54:57 AM
Dog Lifetime Neutered Male,SHETLAND SHEEPDOG,WHITE/BLACK/BROWN,CHASE,15122,2099,1/25/2017 2:42:47 PM
Dog Senior Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,BUDDY,15129,2099,1/25/2017 2:42:47 PM
Dog Lifetime Spayed Female,MIXED,BROWN,GINGER,15102,2099,1/25/2017 2:42:48 PM
Dog Lifetime Spayed Female,ENG BULLDOG,WHITE/BROWN,ROXY,15102,2099,1/25/2017 2:42:48 PM
Dog Senior Lifetime Spayed Female,IRISH SETTER,RED,BLAZE,15223,2099,1/25/2017 2:42:49 PM
Dog Lifetime Neutered Male,SHETLAND SHEEPDOG,WHITE/BROWN,KILTS,15101,2099,1/25/2017 2:42:50 PM
Dog Senior Lifetime Spayed Female,BLUE HEELER,WHITE/BLACK/BROWN,PIPER,15101,2099,8/22/2017 3:33:02 PM
Dog Lifetime Spayed Female,BRITTANY SPANIEL,WHITE,TILLY,15147,2099,1/25/2017 2:42:51 PM
Dog Lifetime Male,ENGLISH MASTIFF,BROWN,APOLLO,15045,2099,1/25/2017 2:42:52 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,BLUE,15101,2099,1/31/2018 12:27:12 PM
Dog Lifetime Neutered Male,AUS SHEPHERD,WHITE/TAN,BEAU,15071,2099,1/25/2017 2:42:53 PM
Dog Lifetime Neutered Male,SFT COAT WHEAT TERR,BROWN,DAX,15071,2099,1/25/2017 2:42:53 PM
Dog Lifetime Neutered Male,AM ESKIMO DOG,WHITE,NOVA,15237,2099,1/25/2017 12:40:08 PM
Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,CHELSEA,15126,2099,1/25/2017 12:55:24 PM
Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,PHOEBE,15237,2099,1/25/2017 1:06:08 PM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,PAISEY,15227,2099,1/25/2017 2:42:54 PM
Dog Lifetime Neutered Male,CAV KING CHAR SPANI,TAN,BRUTUS,15090,2099,1/25/2017 2:42:55 PM
Dog Lifetime Spayed Female,HAVANESE,WHITE/BLACK,PIPER,15241,2099,1/25/2017 2:42:55 PM
Dog Lifetime Female,MIXED,BROWN,ANNIE MAE,15205,2099,1/25/2017 2:42:56 PM
Dog Lifetime Neutered Male,TERRIER MIX,WHITE/BROWN,FREDDIE,15241,2099,1/25/2017 2:18:18 PM
Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,MARTY,15106,2099,1/25/2017 2:42:57 PM
Dog Senior Lifetime Spayed Female,PEKINGESE,WHITE/BLACK,EMMA,15236,2099,1/25/2017 4:04:03 PM
Dog Lifetime Spayed Female,MIXED,WHITE/BROWN,LUCY,15102,2099,1/25/2017 3:25:59 PM
Dog Senior Lifetime Spayed Female,GOLDENDOODLE,CHOCOLATE,KATTIEE,15146,2099,1/25/2017 4:04:04 PM
Dog Lifetime Neutered Male,BOXER MIX,BLACK/BROWN,GATSBY,15143,2099,1/25/2017 4:04:05 PM
Dog Lifetime Neutered Male,AM PIT BULL TERRIER,RED/BROWN,ROSCO,15235,2099,1/25/2017 4:04:05 PM
Dog Senior Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,ELLI,15137,2099,7/12/2017 8:53:35 AM
Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,HAZEL,15218,2099,4/13/2018 4:01:17 PM
Dog Lifetime Neutered Male,DACHSHUND,RUST,LALLO,15132,2099,1/12/2018 2:50:00 PM
Dog Lifetime Spayed Female,YORKSHIRE TERRIER,TAN,MILA,15135,2099,4/24/2018 10:58:36 AM
Dog Lifetime Spayed Female,LABRADOODLE,BLONDE,SYDNEY,15216,2099,1/22/2019 11:48:27 AM
Dog Lifetime Neutered Male,ENG BULLDOG,SPOTTED,BO,15209,2099,1/26/2017 10:38:58 AM
Dog Lifetime Spayed Female,GER SHEPHERD MIX,WHITE/BLACK/BROWN,VIVIEN,15102,2099,1/26/2017 2:44:20 PM
Dog Lifetime Neutered Male,COLLIE,SABLE,WINSTON,15116,2099,1/26/2017 2:44:23 PM
Dog Lifetime Spayed Female,MIXED,BLACK,MADDIE,15025,2099,1/26/2017 11:34:43 AM
Dog Lifetime Spayed Female,LAB MIX,WHITE/BLACK,ZOEY,15090,2099,1/26/2017 12:31:25 PM
Dog Lifetime Spayed Female,MIXED,BLACK,SADIE,15147,2099,1/26/2017 2:44:33 PM
Dog Lifetime Neutered Male,POMERANIAN,CREAM,FRANKIE,15122,2099,1/26/2017 2:44:35 PM
Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,REPTAR,15106,2099,1/26/2017 2:44:36 PM
